username,payout,points,total_payout,total_points,total_wus,date_joined
y5wn6nwsawjn,12.97,87443,408.42,1708553,75,2021-06-29T13:47:38.733Z
y792kzkavf0o,24.51,119755,4782.93,25576641,332,2021-05-02T01:42:37.402Z
y70mm8lai5ys,9.64,3460,460.55,298101,64,2021-04-18T10:32:43.291Z
y72ouho5ihv1,9.84,10006,1271.85,1466627,857,2021-04-18T21:46:34.809Z
y63d4lm5xb4w,64.49,352953,3524.4,24471773,317,2021-06-02T01:20:41.776Z
y6bb7jfwug33,12.46,24560,1756.25,4287881,218,2021-02-12T17:33:00.914Z
y53mep4vbmri,4.45,5533,261.43,254788,46,2021-03-15T05:58:32.68Z
y4siymj7f3c5,12.06,40663,91.45,154315,19,2021-07-12T07:43:14.330Z
y5dunpyfup6s,9.65,10940,1721.8,6496586,150,2021-05-06T20:27:21.44Z
y5keg37wserz,14.06,22618,991.67,2709435,260,2021-06-03T07:16:03.859Z
y50uy9922wrt,6.7,13682,1942.48,15784674,82,2021-06-03T03:01:52.192Z
y50y7qilrf42,9.86,3000,502.36,382134,64,2021-04-26T15:39:35.719Z
y51j5sseyolt,64.88,475554,2626.27,17991612,226,2021-06-11T09:12:57.646Z
y580kdjhq2gv,9.87,14703,6461.96,16145039,284,2021-03-06T10:41:58.484Z
y4qxiuqawag8,9.57,5197,533.89,257611,60,2021-05-26T11:29:51.373Z
y41of9gtgs57,13.47,46810,94.74,311198,10,2021-07-13T23:32:49.720Z
y3gneu1olqv9,47.17,454207,251.57,2646625,103,2021-07-11T06:23:23.983Z
y3w3lmtv2zc3,32.94,359384,3061.58,20360249,96,2021-05-19T14:58:57.125Z
y2k26xhp5cb0,23.7,74045,714.1,3160975,43,2021-02-17T06:11:40.821Z
y27ystp393rm,35.97,246069,890.91,6318831,76,2021-07-06T03:01:22.220Z
y1otxts7zwwc,57.4,285082,4166.66,32020032,324,2021-03-03T04:32:58.94Z
y32vhvxt0uth,9.62,7825,1889.9,2834810,223,2021-03-12T10:29:08.749Z
y2yiuywdl6m5,28.17,241251,5876.49,38506462,197,2021-04-10T11:02:30.739Z
y3xe87wx4esw,6.24,5298,4941.39,11553951,456,2021-02-19T10:39:22.737Z
y2w9u2e5kuy0,31.18,184910,7178.39,32055610,762,2021-04-03T03:33:28.243Z
y21nwzr7i46y,17.89,160269,2278.42,19885523,100,2021-05-12T22:19:41.316Z
y05ov0tlnxu6,9.99,8153,450.7,602987,53,2021-05-14T05:01:00.356Z
xzacke4v1fa8,47.83,470133,942.09,8448332,339,2021-07-08T02:16:04.733Z
y10dg4rywx6x,46.66,441787,1559.35,11263294,153,2021-06-27T15:00:28.41Z
xzvz94v229yv,58.08,341355,2060.33,13619729,204,2021-06-17T02:44:34.251Z
xzt8tn8gpkwg,48.21,258809,4529.39,31657190,345,2021-05-06T18:41:55.520Z
xz5buk0wcp25,27.87,148848,177.55,1217884,28,2021-07-15T19:51:45.107Z
xz00c48gqlva,44.87,182386,1096.21,5628570,126,2021-06-28T16:03:20.990Z
y1ewam4pik3q,45.92,424736,771.9,5788585,64,2021-07-01T06:03:41.115Z
y0ihp4pg8sgo,9.73,6591,448.18,1000575,110,2021-06-08T10:17:20.597Z
xzr7oa0bh8yx,9.71,8361,692.84,404465,94,2021-05-24T05:12:04.463Z
xysckw5vrtco,36.57,339189,1403.97,9768110,41,2021-05-25T04:32:10.779Z
xxikbavjwv9j,80.99,587226,6430.99,23278849,169,2020-10-19T14:15:08.528Z
xxi6a3w0rs26,47.63,243195,3343.78,23625869,290,2021-06-02T01:48:07.133Z
xyqgvakchniu,59.97,365795,3419.95,23668287,322,2021-06-02T01:48:25.450Z
xxuzkt7xjxii,9.86,3000,427.29,158295,66,2021-05-22T07:03:54.329Z
xyj817nkc85h,13.99,23883,2817.62,12135466,323,2021-05-05T09:06:16.25Z
xxqpmrd96rbg,11.49,8780,2557.34,3333141,694,2021-03-05T22:37:01.604Z
xyib88qhrcoy,30.49,402147,1313.8,9976096,51,2021-06-20T23:39:44.41Z
xx5a1xm20da6,13.42,5088,512.4,303550,62,2021-05-24T09:11:34.659Z
xxhjy2ubrqvo,88.21,1729838,13848.41,250933682,1294,2021-04-27T16:09:55.152Z
xvyisswc1e8w,25.04,124391,1040.48,7166764,36,2021-06-02T19:09:47.756Z
xwhp44j2xkm6,46.68,188697,3661.3,24310949,701,2021-05-23T13:29:25.872Z
xwc4wxw6944m,35.99,246450,1014.68,7388267,79,2021-07-01T06:01:48.912Z
xvp8fb7oe8ln,20.38,51205,836.54,2713360,126,2021-06-19T00:35:01.98Z
xvwb94ivmeeq,59.59,339356,2230.73,14751381,223,2021-06-11T09:15:04.165Z
xvyott1n8685,13.81,30793,794.19,1801737,102,2021-05-30T22:48:14.130Z
xut57t3685t5,58.94,352463,1922.28,12352736,185,2021-06-17T02:44:17.649Z
xvkb3viqft3v,40.27,314147,1502.53,11010316,141,2021-06-23T14:59:00.422Z
xwfvampvd2im,6.09,21796,41060.75,20033902,4586,2019-06-21T18:53:54.708Z
xvy7tb9uss1c,23.05,474850,11012.5,72537452,514,2021-02-18T23:06:42.382Z
xump0aokhnk6,25.04,124357,1401.85,10036790,132,2021-06-27T07:32:44.715Z
xuj87sq0u4cc,9.65,4972,113.5,133266,16,2021-06-17T14:26:31.475Z
xuoobxhczm3j,20.6,89805,2586.04,15261648,116,2021-05-31T09:27:03.84Z
xufzcl4h5ak7,9.57,11451,58.62,40921,12,2021-07-13T13:47:41.248Z
xu3ahpth0n82,59.17,409068,3330.8,22648104,300,2021-06-04T02:36:58.374Z
xu5jyxmwl8vl,33.24,210285,1573.91,11139375,158,2021-06-27T14:56:30.976Z
xu2dcjf0mvi5,63.77,481720,1867.14,12976710,181,2021-06-17T02:49:14.470Z
xugmg99wvc8u,16.84,65557,2526.34,11274875,285,2021-05-09T11:31:51.921Z
xud4joxnoykz,9.62,3600,58.5,15446,8,2021-06-01T10:14:10.600Z
xttca3n0zyqj,65.7,374316,2749.47,18860503,265,2021-06-07T15:07:16.633Z
xt40tjfxfdjc,9.88,5367,1211.06,4138026,116,2021-05-12T04:17:44.872Z
xstc1ig5wbtx,12.66,39700,11197.3,36674201,165,2020-12-10T19:41:07.539Z
xslt2im4hlvh,9.77,4083,984.14,1476594,228,2021-05-14T08:25:03.650Z
xsoe3j39q4oz,50.91,550032,4586.33,31297505,141,2021-05-02T22:01:26.373Z
xt5ygq2w4rxa,16.51,85899,7449.28,31989062,149,2021-03-15T03:56:29.742Z
xsugqxz6d01q,9.95,6000,145.66,115934,25,2021-07-03T12:21:42.487Z
xtc443xvsz6z,23.19,62091,3438.32,18089642,180,2021-05-07T14:59:13.531Z
xrdj3sdldlga,42.07,459277,8216.76,33451724,149,2021-03-15T03:55:26.637Z
xrc9ah5idmmy,66.99,392182,6160.4,66852736,708,2021-05-04T17:04:56.979Z
xsgj661af50r,19.71,298766,118915.12,174172122,5174,2020-04-23T08:58:00.367Z
xppjlzp3nz1h,20.26,179805,1652.22,10147123,54,2021-06-11T23:06:46.412Z
xpspz59e6aqm,17.03,66611,1726.22,6649826,151,2021-05-20T03:37:04.556Z
xqnc8nvcsef8,54.2,263695,2536.79,16904097,233,2021-06-11T09:15:16.818Z
xpmwjbj5ez08,38.86,176208,1200.74,4483615,125,2021-06-08T19:28:35.405Z
xpmp1w51zb5w,47.7,466935,1978.77,14149513,61,2021-04-15T15:32:37.796Z
xr5lbe111cv0,9.63,15940,550.2,556861,71,2021-05-28T10:40:02.581Z
xo6c58ng0tlo,35.65,321855,906.69,8629540,49,2021-06-03T13:00:34.509Z
xnwct6wbahpk,9.72,8368,542.11,1122949,65,2021-05-29T21:44:09.803Z
xppm0lqfyza5,23.98,98817,2733.71,13125312,190,2021-05-06T20:53:17.324Z
xnqt97aulde3,56.69,733277,8033.07,98659284,553,2021-05-12T01:10:07.134Z
xnotsmw2005v,36.16,248940,1085.68,7856943,106,2021-07-01T06:01:45.660Z
xmw2mxz442r2,31.81,93067,1973.64,6859980,273,2021-05-06T15:39:35.958Z
xms4pwqdqlr0,36.12,248389,1669.73,12012637,159,2021-06-23T14:59:28.805Z
xm5jcuvi64fq,43.82,380895,3284.05,21605054,108,2021-04-05T11:03:37.592Z
xlwhkfaej1rr,4.92,20567,9423.74,6268133,1024,2020-09-23T07:38:17.775Z
xmj6qc4g8psw,18.93,6410,4840.32,1236070,521,2019-04-18T02:39:11.129Z
xmrnamh6vt4y,15.19,56424,866.35,2283074,109,2021-05-13T01:56:06.545Z
xlw7nlfvu0e3,75.23,502443,5016.65,33955145,327,2021-04-01T21:20:54.463Z
xmyech2oa0u7,12.75,4940,1199.94,1217196,270,2021-05-09T05:36:20.487Z
xlm3kozv90no,13.63,36773,4447.57,19380657,918,2021-04-20T16:39:00.466Z
xl01x1jptj8g,42.85,360532,1345.66,9437125,132,2021-06-27T02:11:01.301Z
xkeijn0lzcrg,12.47,11391,1049.07,1572609,143,2021-03-07T00:38:02.754Z
xldvuhxzhdc2,9.86,3000,2334.25,6380761,1277,2021-04-24T18:11:40.474Z
xknpt9pj3bkq,15.7,79512,2290.78,8573597,202,2021-03-23T20:02:10.942Z
xky19nmddbii,9.58,11468,180.24,335239,40,2021-04-28T00:30:42.28Z
xlbzdzjxlvpg,20.64,402881,12128.99,83624540,716,2021-03-09T05:19:27.877Z
xjpb5sfbb43a,9.78,7116,1363.02,1802229,133,2021-02-24T20:26:04.354Z
xjs48r0lj1zr,24.01,115464,1110.48,3681305,199,2021-06-05T08:54:48.450Z
xj8csye7wkuy,9.86,6783,3036.08,10583607,221,2021-04-20T01:07:53.62Z
ximw4emuo2uz,9.56,6560,262.25,192735,52,2021-06-24T16:34:49.851Z
xg9kgmf605i2,48.02,474796,1864.73,13587881,181,2021-06-22T09:57:57.672Z
xh40am3pyxsw,37.23,265271,1012.77,7570892,85,2021-07-01T06:03:29.779Z
xi1iq1hez7wz,9.88,17713,1070.88,3040095,197,2021-05-06T22:11:22.207Z
xgaliediai1z,5.99,22652,687.12,2404496,135,2021-05-15T14:01:00.514Z
xivo3zb10c30,44.98,405022,5139.8,31026611,860,2021-05-07T13:18:53.375Z
xhj7s029iccw,9.77,18396,2050.12,6205264,262,2021-04-28T12:09:34.71Z
xfhkrp01rfge,42.06,346427,1555.77,11278111,148,2021-06-27T14:54:43.81Z
xfpeqqsus1xw,23.13,107470,716.98,3140551,226,2021-06-30T06:36:18.746Z
xgojls8xnc27,9.94,10691,1793.05,5066172,201,2021-03-02T15:49:37.390Z
xeuhc2s7qd62,9.81,9983,234.63,166107,32,2021-05-09T08:29:58.987Z
xendczowalhx,34.0,425236,3492.09,23762725,146,2021-05-23T21:56:04.746Z
xe72lu20gtg2,13.25,11468,159.51,128253,22,2021-06-30T07:12:54.393Z
xdmotib690ir,9.74,12008,555.38,729350,79,2021-04-30T07:40:21.585Z
xel1gmj008u1,9.99,18903,1011.6,1808953,135,2021-05-12T21:36:57.361Z
xdwdrpoxsyzn,25.8,130960,1986.82,8922503,93,2021-05-13T19:28:29.298Z
xf8b0bchv413,50.94,551112,5265.53,52890177,395,2021-05-28T12:35:39.851Z
xdtf8a65j79u,25.53,128588,2663.36,12533115,363,2021-05-30T00:21:59.739Z
xf8ybpxjdac1,9.68,7040,931.22,506651,155,2021-04-21T13:12:05.730Z
xdk7v1z8rzna,9.67,4040,1826.7,1084559,441,2021-03-31T21:34:32.125Z
xcijp4vhrify,23.58,56549,1281.64,4062670,240,2021-06-04T21:15:49.914Z
xctdegr84cxx,60.04,345000,2692.28,18340166,244,2021-06-07T15:07:24.681Z
xdgfv3hrydtr,6.64,5030,268.88,89531,41,2021-05-20T13:24:06.806Z
xddlhcvpatc2,9.97,27020,2312.16,1595101,209,2020-11-16T15:01:43.171Z
xcb9w7gzziwh,24.95,67585,2554.64,10310669,446,2021-05-26T15:04:20.85Z
xcus682057hi,34.63,228062,9485.43,37216595,373,2021-03-05T09:26:17.88Z
xc0lhub4nmq9,36.41,127981,2015.29,13940717,198,2021-06-17T02:48:58.613Z
xbw35bo1bxqi,9.72,8368,34.76,174653,7,2021-07-16T23:34:57.547Z
xc6cfloi2vne,9.6,6219,1892.51,1927694,261,2021-03-08T02:51:58.8Z
xcqockmg5avv,9.86,3000,1286.45,1048282,183,2021-04-16T10:26:38.298Z
xbasodz58wrq,54.74,246775,2341.95,15474786,240,2021-06-11T09:15:58.801Z
xamtkmkwkohz,46.86,446740,3016.63,20963207,85,2021-04-15T14:33:37.338Z
xbg89ko6kgkf,21.48,162016,883.46,6317127,37,2021-06-15T03:05:10.174Z
xawauoyftz5b,71.52,1669720,823.53,14004681,99,2021-07-08T17:53:59.219Z
xamdtid43uc7,42.42,352787,906.76,6745556,82,2021-07-06T02:59:16.631Z
xa8a0vwuwscd,14.22,22552,86.22,82152,11,2021-07-12T00:55:22.404Z
xaoco29npc17,3.35,10838,31497.34,17329073,1740,2020-01-22T06:26:14.318Z
xbfrcct8uh5i,50.36,534916,26640.85,185487443,2456,2021-02-22T04:28:19.887Z
xabs11ocrcpi,44.28,390499,18447.34,135740342,1304,2021-03-10T02:22:22.124Z
xayws73ugwrd,20.77,178134,2147.25,18780720,87,2021-05-30T14:11:41.843Z
x9a0lhr549ub,41.32,332968,1711.35,12409706,164,2021-06-23T14:56:10.418Z
x9zr3gq365ft,9.61,6981,853.74,748610,104,2021-03-06T15:21:21.667Z
x9ggvb86q6gi,40.03,309816,1641.96,11642345,155,2021-06-23T14:56:40.116Z
xa1st3ab3stb,47.41,460023,2637.08,19335136,80,2021-05-08T08:46:20.680Z
x9ba2hh0q3wd,9.99,3744,223.59,76978,29,2021-05-20T15:26:10.231Z
x9esw0nx96a4,51.01,368402,8211.34,69867565,487,2021-04-26T19:35:37.107Z
x8yx6vcxmex3,14.24,8682,352.65,339460,42,2021-05-03T14:10:26.612Z
x8ooyncq9vul,9.52,21430,682.38,1430280,92,2021-06-06T20:34:37.202Z
x9lamw6bgywt,69.93,1551286,29450.04,267610362,2482,2021-02-20T01:34:33.968Z
x9us6d1hvp5y,9.9,29852,893.35,2428718,181,2021-05-19T15:21:48.79Z
x8734gw3enoy,9.9,11880,616.23,2409188,203,2019-05-22T02:10:26.718Z
x7zyep6l3g0o,46.84,446229,3471.69,33866952,269,2021-05-09T01:17:35.531Z
x8l3oek1jwd9,25.28,126458,2068.63,7868580,287,2021-05-07T15:36:28.90Z
x8f4tgu7norw,21.95,238020,5033.79,42350482,564,2021-04-19T12:48:36.62Z
x84a4rxnjvsa,36.66,340857,7442.87,33163572,153,2021-03-15T03:57:55.424Z
x8aag80gobhp,13.18,4059,421.43,182624,71,2021-05-29T04:12:32.342Z
x727h6ian72o,9.81,12422,840.85,1377865,162,2021-05-13T03:23:38.407Z
x7dl36dbww3e,71.66,1082934,27796.73,299472876,1582,2021-03-10T05:32:09.753Z
x8hflz2bemql,14.23,51105,41226.62,27541338,3705,2020-06-18T07:30:15.896Z
x7s7isveizv5,9.95,6000,2517.92,8260073,428,2021-05-06T01:13:48.791Z
x38748gckhkb,33.9,218686,1597.7,11682462,142,2021-06-27T02:11:53.459Z
x3g0golj9x3b,52.34,237518,3519.59,24764828,308,2021-06-02T01:21:52.701Z
x68airj2zxbi,7.47,62269,8964.95,30144331,1027,2021-02-25T23:59:53.432Z
x5292vjhbxcs,5.8,44280,8487.05,11318874,651,2021-01-14T15:43:25.136Z
x4c1ng18653o,9.56,5470,2939.9,2548839,1022,2021-03-10T08:34:57.524Z
x379canmdlxi,73.57,684640,7096.19,93307560,822,2021-05-07T05:26:11.111Z
x46fk0aqx4zc,9.8,29773,1561.99,6070710,299,2021-04-14T09:01:57.726Z
x2znkzt73hx7,34.57,159734,7806.75,53655555,449,2021-03-10T23:19:55.252Z
x3apb4flcwvu,47.2,454843,130927.99,140279029,2850,2020-05-31T16:45:27.794Z
x3rxec20mi4l,63.05,321516,2922.89,19849939,259,2021-06-07T15:06:16.557Z
x2rdoq5eg3kv,47.36,248926,1982.28,13661662,185,2021-06-17T02:48:27.884Z
x2qekng4189f,9.6,29083,3875.23,32860871,358,2021-05-18T16:04:38.661Z
x1n5jy0cvh9i,9.82,8460,1869.49,3427476,188,2021-02-25T05:00:59.792Z
x2sixju4igeg,34.25,223155,5821.06,40073396,1002,2021-05-07T02:23:47.343Z
x1z9v5e7xd70,58.52,347127,7698.1,95269908,656,2021-05-05T22:26:46.759Z
x2tk1c92g3qb,13.29,46010,1348.72,3024687,183,2021-05-05T16:02:46.155Z
x29icbfjudca,5.87,3600,1362.88,1363945,270,2021-03-08T19:44:12.999Z
x1muylec2oeb,9.56,6190,1181.23,3815564,216,2021-05-07T13:13:36.417Z
x2h9o0m3hm3r,18.83,76550,3798.87,19061034,743,2021-05-07T01:14:07.797Z
x1bnlr3s2qqu,14.91,6936,5170.3,26907364,1075,2021-04-12T03:37:37.759Z
x0z7km9qs70t,9.85,8490,967.54,885285,129,2021-05-07T07:59:12.122Z
wzl3lblzlnfn,33.73,216570,937.74,7113205,79,2021-07-06T02:59:39.56Z
wzoizffczt8j,37.19,264730,1654.27,11865295,157,2021-06-23T14:59:36.575Z
x08a3nnlldtw,29.6,168086,1726.69,12199014,177,2021-06-23T14:54:28.588Z
x0ufttouieg2,10.09,73928,2566.11,15935669,493,2021-04-19T15:45:32.284Z
wz95dadq9lg4,9.51,9126,465.97,446107,66,2021-06-14T08:56:29.208Z
wzeim75dcecg,20.34,88021,3064.82,9571479,439,2021-04-01T21:08:39.608Z
wzd7eaxyxrzd,24.67,80567,14296.25,29694053,599,2021-02-16T17:19:27.261Z
x0g9dakcdnxm,6.25,13631,161727.82,183859757,8542,2019-05-19T23:14:49.475Z
wzirgt29w97b,9.93,6100,1353.44,1335024,240,2021-04-16T08:33:54.463Z
wz8mg3gx8eha,36.95,261096,1317.29,9080862,118,2021-06-28T10:26:43.294Z
wyoiyp9hf2yb,9.79,7534,409.33,474980,94,2021-06-18T13:26:40.536Z
wz57tj4asxv0,48.2,478938,980.02,7001385,88,2021-06-28T10:29:52.302Z
wyvnkk7kp2hj,17.31,228027,7436.94,115975394,1077,2021-03-10T16:14:33.210Z
wy92mlpdgih1,5.18,22974,12511.29,42036976,543,2021-02-19T04:07:20.381Z
wxvgy4nbr1ao,42.8,359598,1952.88,11993015,74,2021-05-16T03:45:37.107Z
wyvcgek13pan,45.09,407365,2436.4,16557885,79,2021-05-30T08:37:34.21Z
wyqr3sjfg0ug,5.43,8823,943.83,1177058,150,2021-03-05T00:05:57.426Z
wy1984g13dhi,9.8,9427,2174.99,6401800,367,2020-12-05T06:32:25.899Z
wxurxqbojf4d,9.86,6319,195.31,65119,33,2021-06-01T10:39:52.353Z
wvnc207uldpu,37.99,276940,714.67,5017784,64,2021-07-01T06:02:06.378Z
wxex5o4fyacj,9.72,8368,58.09,74577,12,2021-07-12T21:43:44.100Z
wvpi6qxpoduf,9.58,5733,777.78,369437,86,2021-03-15T08:18:03.729Z
wx4mrlva25j0,15.78,59669,1653.49,4896945,520,2021-05-18T19:36:05.97Z
wx5q8s3uru63,9.5,6072,2554.45,7711404,422,2021-04-19T08:22:33.331Z
wx2n9ztq4ied,14.3,6968,1470.19,1964017,166,2021-02-28T20:22:13.795Z
wvihriryefeg,27.45,80956,4775.31,18033695,178,2021-04-01T21:03:45.167Z
wvi8yhdh3f9f,9.91,14764,3115.66,16107433,372,2021-05-19T21:57:14.225Z
wxo71gmio879,14.99,21654,5988.77,23937403,532,2021-03-10T20:23:02.580Z
wxaoxfufvkwg,40.89,325278,5599.98,48003841,2992,2021-05-18T19:04:24.211Z
wu9k4xnlt45e,33.13,363789,1208.11,8426794,47,2021-06-18T02:26:53.519Z
wusqq0sss2in,11.29,22206,3164.59,6658432,635,2021-02-28T11:23:14.416Z
wuv2r2sm53dc,14.28,5519,509.96,874969,64,2021-05-10T02:58:33.477Z
wu7nd0jzw5gz,59.89,317660,3069.66,20400063,276,2021-06-07T15:06:12.780Z
wvbli2c0bpwq,49.02,214541,2721.29,18152059,252,2021-06-07T15:07:36.969Z
wuyedgi0vfkv,4.06,4040,1373.8,7399846,369,2021-04-20T14:14:31.88Z
wu7k6ozh3zl7,47.88,471362,1081.43,8124233,94,2021-07-01T06:01:13.49Z
wuuhn5dc2l9f,6.01,12252,1506.31,2021143,432,2021-03-02T18:01:36.880Z
wurowf5ue5ig,8.76,53139,122305.03,82898365,1425,2019-05-13T22:11:51.726Z
wus6ssibzkc3,59.37,289301,9261.06,56551241,711,2021-04-09T02:20:03.613Z
wu63edq2nkjl,13.9,4626,4048.24,40363666,432,2021-05-19T14:10:12.924Z
wt9l07jyf53j,32.48,200525,4218.15,45343670,176,2021-04-15T14:29:05.708Z
wsvb6zs230ub,9.81,9982,818.97,1510492,97,2021-05-11T23:49:52.652Z
wsg5d9d15ojg,9.56,5470,925.8,607635,173,2021-05-04T23:23:40.327Z
wta8rs8yt93c,36.04,247215,1616.99,11777126,156,2021-06-27T07:30:34.155Z
wr38f27du6ki,36.94,260884,1454.28,10469061,137,2021-06-23T14:59:05.22Z
wsb3f8idz00s,16.97,48220,5088.12,29727882,408,2021-04-30T13:59:18.201Z
ws0dqyoq4dd5,10.0,20106,1264.1,1727637,210,2021-04-21T16:24:31.775Z
wtzmcbhqyy2c,46.4,434887,4343.61,34715335,252,2021-05-06T21:08:33.938Z
wrwcyd2b6kr7,96.99,2004107,13018.31,267103058,1404,2021-05-02T16:22:38.594Z
wq59226nns9g,9.96,7678,754.35,1132925,94,2021-03-17T05:36:18.634Z
wpgvl2ba2uv9,11.84,39700,1600.01,7410389,105,2021-05-21T17:30:34.367Z
wpcjfbraahgl,9.8,15548,567.36,674542,62,2021-05-09T16:52:16.748Z
wqo24qu0d7j4,77.26,667092,4490.2,41211855,631,2021-05-25T18:22:06.922Z
wpds9fasswle,21.8,98187,30414.51,39395012,439,2019-10-30T21:10:41.233Z
wp9ynuh63k9o,23.37,81937,1515.91,6782608,143,2021-05-17T09:40:47.308Z
wox4yvp0r3ll,14.97,7801,322.18,338376,38,2021-04-19T00:35:35.650Z
wpwr8j7rm370,14.66,35765,3930.97,23245329,824,2021-05-08T12:51:37.514Z
wpvoaemht4hh,9.93,9567,487.46,526195,62,2021-05-06T22:13:48.647Z
wqap8f5z5iwf,85.05,694388,2836.34,19652065,361,2021-05-05T22:43:40.665Z
wo95tkyv9gru,9.79,6005,655.51,1298644,84,2021-05-30T21:36:46.584Z
wo8vnj8uej2f,14.6,24973,1182.55,3885033,134,2021-02-22T03:27:23.819Z
wnkkjhvos850,53.65,631270,12185.5,92375522,629,2021-03-21T18:38:43.283Z
wor3nkltoi0y,33.47,213272,3762.8,21223284,285,2021-04-29T05:27:59.458Z
wnkb4yhqoji2,69.35,462056,3582.28,37917943,147,2019-05-02T21:41:32.330Z
wo63q8c26knx,108.35,2522037,110754.62,441746173,3396,2020-10-15T15:36:33.94Z
wn8putwhue0c,25.38,127272,22236.8,96083696,1158,2021-02-21T00:02:55.0Z
wnjjlfll00t2,29.89,171196,2967.67,18515195,146,2021-05-31T11:13:30.537Z
wnhvmnw4xlfu,22.7,225083,99361.35,155806246,3796,2020-03-17T14:06:54.724Z
wn9rstoge81m,9.83,17422,1473.65,4058520,212,2021-04-21T07:43:31.58Z
wmnrwi4eidkt,33.11,208578,1330.06,6786969,195,2021-06-18T20:11:36.564Z
wloaqdo61ply,40.01,309445,593.48,4252276,57,2021-07-01T06:01:28.759Z
wmwqlnwsht8l,9.64,8764,671.72,571490,112,2021-04-18T01:55:53.467Z
wm15jc83unby,9.73,5570,848.06,639736,130,2021-05-21T02:28:39.187Z
wluhgscu4yv7,9.72,20675,1192.95,8463249,119,2021-06-27T14:58:04.196Z
wm10tuc6cix9,47.25,456028,1135.82,3767970,136,2021-04-25T17:37:40.995Z
wlsk1ugcnjyk,39.03,292810,2649.89,17301580,85,2021-05-28T13:16:55.453Z
wlh0kdv6tmy3,46.18,430125,1644.69,11954624,162,2021-06-27T02:16:15.56Z
wn2wzqh5tb59,14.31,4982,1573.1,806001,652,2021-02-21T17:49:42.964Z
wlfr3ws5gg9j,40.0,226226,5535.27,28614813,945,2021-04-18T23:10:20.103Z
wknkq1yp2770,47.61,464699,1023.24,7528023,100,2021-07-01T06:03:00.15Z
wkn2hojaal8w,64.6,389755,2455.03,16955709,231,2021-06-16T04:41:49.581Z
wk792h5vhpwh,36.08,247813,1409.07,10103818,139,2021-06-28T10:27:34.606Z
wkq7hvyv7wtk,30.27,175240,7489.21,23724082,682,2021-03-09T00:46:34.634Z
wl5ahuh2u6mg,5.64,17908,3831.47,26348611,395,2021-04-06T12:09:13.289Z
wksgjtx3h0j6,21.4,95411,2019.55,8417955,299,2021-05-21T21:51:43.184Z
wkh00hc32iww,11.81,53545,8310.25,79555439,395,2021-04-19T09:08:07.783Z
wk2prligfg4b,9.63,27524,988.09,2476909,160,2021-05-31T06:34:13.447Z
wkxf8uo3sm0q,83.49,659977,110785.97,207066124,1288,2019-06-17T08:06:29.198Z
wk5xtshghgrx,10.54,55665,1613.08,7455288,348,2021-06-06T07:29:13.334Z
wj692j1kg0zb,11.9,13380,897.49,769015,103,2021-03-21T17:53:40.29Z
wiv7k4bjaco8,15.96,60690,1939.94,6923124,235,2021-05-27T21:21:28.113Z
wjtyyrgut3to,13.7,6952,457.83,267078,78,2021-04-18T23:24:39.732Z
wiz4ae753abe,50.09,263426,3387.72,23201726,308,2021-06-02T01:47:03.799Z
wjqgoc9c9w0i,22.71,171093,1680.24,13299642,54,2021-06-03T21:27:05.480Z
wijvtjjyhj58,38.4,375514,7943.17,32814289,153,2021-03-15T03:53:22.522Z
wjq8g8s2vefm,17.61,69794,12552.65,37966131,809,2021-02-12T20:25:07.365Z
wjnrzefrg42g,9.76,5550,515.62,147410,63,2021-04-24T00:58:46.722Z
wjfvrzk4xwfo,40.33,315264,1908.24,13484739,198,2021-06-22T09:52:11.326Z
wiaqjkkhblzl,13.76,11966,985.69,2296524,122,2021-05-03T06:54:59.841Z
whzk543brrfy,80.73,614294,4624.58,46803122,283,2021-06-04T21:21:00.749Z
why34t5o1fhb,7.17,5465,95.11,51380,14,2021-06-29T11:27:04.305Z
wi1tq37jnerb,15.92,60436,950.86,3158908,138,2021-06-14T15:08:05.955Z
wgv9a3bf84eg,9.69,30322,2340.84,18308424,207,2021-06-10T00:35:47.32Z
wi26r15n16vy,36.0,245650,1002.13,7286626,83,2021-07-01T06:02:41.9Z
whuoggfemgoy,9.72,4040,3977.94,503509,411,2020-03-23T14:27:29.372Z
wgfvnth6w69q,9.75,5293,563.43,267209,65,2021-05-13T07:59:16.450Z
who6lsb440cg,13.08,20084,5708.89,1862356,670,2020-11-08T02:42:00.915Z
wgjas757bimy,23.33,352749,16703.65,134331926,1088,2021-02-25T03:03:32.439Z
why369y57dje,4.54,17510,92782.42,131530227,4615,2020-05-02T17:45:06.823Z
wfzi16m5jrbe,9.79,3310,39.11,16297,7,2021-07-14T02:05:35.822Z
wg6pa2gtqxlg,9.99,11989,1090.74,7412304,124,2021-06-30T07:10:47.938Z
wfgtkhjea212,55.26,682851,8130.89,134620734,597,2021-03-10T01:05:08.446Z
wg33rlpgvh6h,48.46,237589,11085.7,53070643,774,2021-03-11T22:08:49.629Z
wg8pozvwu4t9,29.49,166978,3438.75,17405665,176,2021-05-13T09:58:59.14Z
wf0z51dp8o26,40.65,320943,1645.7,11983852,168,2021-06-23T14:56:03.648Z
wez7q7jkrj92,22.37,102161,2074.99,13343189,255,2021-04-25T03:32:48.735Z
wfrsh641dxbo,54.28,323903,2231.87,15077700,209,2021-06-16T04:44:47.651Z
wg67jlpkh502,20.44,337935,1929.18,17478776,89,2021-05-10T22:21:37.839Z
